"","GSM1169222","GSM1169223","GSM1169224","GSM1169225","GSM1169226","GSM1169227","GSM1169228","GSM1169229","GSM1169230","GSM1169231","GSM1169232","GSM1169233","GSM1169234","GSM1169235","GSM1169236","GSM1169237"
"'PCCGCIGL_01815'",1.05508729168472,0.556872239363671,0.446568310098665,0.416685913298573,-0.434507793263004,-0.496041891871554,-0.0629530313990947,-0.366138872691085,0.0532221207165276,-0.362721046170628,-0.214014657966362,-0.0834546031432568,0.138929591554721,-1.45831151371937,-1.194426827105,-1.05394265115186
"'PCCGCIGL_06886'",0.46810308189837,0.553611638801119,0.427404308428593,0.496974874670291,0.0851200017956045,0.608051408392491,0.386410459202976,0.214039843990649,0.928039695050021,0.787007242465694,0.864820492200943,0.756270202453169,-0.471535030046333,-0.241499111927105,-0.506834610449595,-0.377205952213222
"'PCCGCIGL_07840'",-0.0583533310726637,0.0706804190410066,0.12987318427431,0.107129575551507,-0.116841454832581,-0.47838970270465,-0.201940666987481,-0.290589987301176,0.32094278568199,0.303965937022435,0.341099419089116,0.212805349968634,0.279648683949062,0.752860814169688,0.16181631441194,0.438405368679066
"'PCCGCIGL_03242'",0.213069249327799,-0.0792076676504855,-0.00379134842083317,0.0869119170184325,0.101556040528238,-0.151799848162804,-0.194440858962759,-0.159302229671655,-0.879011094609733,-0.924791874004263,-0.91436292766706,-1.06867839757233,-1.33856367622247,-1.2915137823107,-1.10101780719332,-1.23665380193962
"'PCCGCIGL_01504'",-0.535577571855393,-0.864472346758302,-1.13432179957869,-1.22626249408395,-1.2138674612751,-0.9509950947551,-0.87658033067727,-0.955858828536191,-0.395609663287781,-1.02448508772221,-0.987029458167482,-0.748491302224748,0.451070016431891,-0.639285215422448,-0.739533117759467,-0.176411722831306
"'PCCGCIGL_07695'",-0.12395160145607,-0.23736128351559,-0.0996699970143187,-0.427573445019753,0.077283474890454,0.104512127913248,-0.135359348956657,0.0934410571695208,-0.637727723919165,-0.89223998584348,-0.719654776190226,-0.806139176870663,0.082708893513615,-0.0254084260249996,0.461513257143275,0.1588852855539
"'PCCGCIGL_05425'",0.796311802651057,0.795349854837982,0.710792558977758,0.765554855161078,0.638823270165842,0.783513009940451,0.650464213198008,0.657116782230205,0.69820506751903,0.616702908610011,0.526866423791853,0.423017387646764,-0.876714497426243,-0.506646770292652,-1.02939694129558,-0.592809522972454
"'PCCGCIGL_03170'",-1.29136912478448,-1.51753648631402,-1.7206396392859,-1.75609479873466,-1.8603705422591,-1.96893063655816,-2.20981336129811,-2.05179424357118,-1.0675750967362,-1.61869335132117,-1.39584158083186,-1.4631786736175,0.143692574037072,-0.457446381083763,-0.316469766862255,-0.0240695586654457
"'PCCGCIGL_06772'",0.248121105339673,0.382833346964215,0.323368167025431,0.0812313189003214,-0.120703819790584,0.101513246212318,0.330842826581003,0.218166621269447,0.67586346369172,0.520343545560779,0.807119158574107,0.665677480960254,0.0340127546430172,0.0040984993299293,-0.286331457603201,-0.0437221106820202
"'PCCGCIGL_04659'",0.434479911146619,0.555704883600535,0.426593357682832,0.363283925025656,0.494875437976051,0.740233479005802,0.549593293997775,0.744554403055135,-0.0285649600750413,0.089339139133992,0.0771481251739838,0.141539638624474,-0.177927697511193,-0.141513580453661,-0.0729715759345498,-0.256328518303504
"'PCCGCIGL_04176'",1.37199764223944,1.03841653106068,1.11326406948157,1.72863300087155,2.53904112170435,2.47330096476445,2.52678260026409,1.95459089018128,1.46459655804268,0.638178588210887,0.621323880765651,1.83598365267803,-2.01405345301609,-1.08640401845335,-2.43262876437378,-2.22565572137952
"'PCCGCIGL_02906'",-0.126773955076755,-0.0367887711926494,-0.149058532409527,-0.346300652626073,0.1599800999091,0.19862727191287,0.0533775728265516,0.21435294412432,-0.20826043796882,-0.29010162658012,-0.250021148593318,-0.313236417668486,0.204525454223235,-0.359089474930893,0.0961599601465705,0.0534021583895104
"'PCCGCIGL_00348'",0.264432393921303,0.341493306308452,0.503699343929381,0.415735615729286,-0.154299787010887,-0.0465634669363548,-0.239623607752663,-0.158816741923655,0.389891502377892,0.548374834337547,0.626218087049662,0.374714367821922,2.21354883777331e-05,0.58020066286256,0.553753200462897,0.496917778167721
"'PCCGCIGL_03756'",0.168035952293093,-0.000478771833047479,-0.0714621208262047,0.115757120910348,-0.15611061144989,-0.127414484506782,0.0139493513534166,-0.0513215658741803,0.325725911551501,0.274642364016823,0.0940554020734876,0.342486956638354,-0.368783918152638,0.0762799981330935,0.030342471185544,-0.09095388610661
"'PCCGCIGL_06125'",-1.08846853181363,-0.998600437887426,-0.904558725366308,-0.784119103259925,-0.828524759764431,-1.00419248709713,-0.900977761130961,-0.901924928192794,-0.814105056545074,-0.75846985336328,-0.874329192328749,-0.857173804271215,0.634651114701678,0.719260316489248,0.705675098053777,0.55273119131217
"'PCCGCIGL_01721'",-0.211541605685346,-0.134566502066948,-0.185997594440847,-0.505991379555339,-0.0954461080593571,-0.0571416165039649,-0.135952042631451,-0.184299723282419,-0.269448307960835,-0.505813728945511,-0.283066244683853,-0.340899262702014,-0.111960804954066,0.144933451792052,-0.134997722397721,0.327844701329402
"'PCCGCIGL_01721'",-1.64622087775713,-1.48821512296658,-1.67342489124915,-1.76250176143577,-0.977485410477421,-1.11973642106762,-1.07895532908176,-0.939280331642146,-0.953272415637185,-1.26870691664575,-1.376288470722,-1.16547071444277,0.0640361512396373,-0.0939969849087854,0.0633466196646613,0.463430588073818
"'PCCGCIGL_06804'",0.342560221055762,0.201394312670879,0.193149640604372,0.209147290837162,0.235628042876501,0.217098184556432,0.166478245569589,0.0864227272525948,-0.419619160994114,-0.264353450423895,-0.334207303235434,-0.341340430064989,0.232200020044633,0.0297660827718078,0.36180489616721,0.237200480517959
"'PCCGCIGL_05706'",-0.955474891310878,-1.06192015503522,-0.976919632987682,-0.992419628867345,-1.56355296094825,-1.74842592535575,-1.55801750213635,-1.41973619711794,-0.854690395924304,-0.76805660365186,-0.680719453712443,-0.847381611349799,-1.46203124772111,-1.67579601200877,-1.5386227465057,-1.61031490160835
"'PCCGCIGL_07771'",-0.37127413796596,-0.267850140643219,-0.335445146763213,0.182332762699715,-1.00068963325085,-0.476607276040904,-0.352013805539774,0.0817841330071291,2.3143317483667,1.9689159846965,1.78309699572394,2.21349762928227,0.422918974311572,-0.14665085891594,0.282516393825374,0.362361277955733
"'PCCGCIGL_04012'",0.611946712971507,0.634469092526545,0.583979936010586,0.225924372893801,0.460933064733597,0.293797425624497,0.572555882680264,0.275287980252641,0.194898794234691,-0.153975194839322,0.0268069683433927,-0.0931304362394037,0.025997209776476,0.588872470285076,-0.257854397224287,-0.0518835651650779
"'PCCGCIGL_04012'",-0.371863726263369,-0.436387310427654,-0.489945596917184,-0.354584147045429,-0.727998942136942,-0.610799979825126,-0.887062310273091,-0.758988634802835,-0.335410446564454,-0.320155370585255,-0.376587832809055,-0.451787002210421,0.371796907663518,0.692416449078749,0.0822872034841505,0.192596001793958
"'PCCGCIGL_02458'",-0.177827610513159,-0.170237707128433,-0.0313993022669163,-0.19095027578356,0.00193081659306539,0.1157036235506,0.0186443368634544,0.181855153853261,-0.429260736385868,-0.401683023414442,-0.312528203662653,-0.4520861516904,-0.373233502783302,-0.241147181262939,-0.140734410064718,-0.267549149129747
"'PCCGCIGL_04817'",0.410105965534302,0.177959140385569,0.204198935178867,0.179757574235231,0.216499911572601,0.240246536670031,0.268757636215547,0.278086624285314,0.0620535849159995,0.324849416884121,0.325733185443445,0.0447669296872105,0.159375192496356,0.0334717570170864,0.0104539356858288,0.262964972198796
"'PCCGCIGL_01789'",-0.257394818863191,-0.0608733971865072,-0.0406968492493998,0.245397227794727,0.250662982979304,0.55179293920706,0.266906078823384,0.172411062018469,-0.389371144755666,0.130623251570177,0.136337910943991,-0.112282915000373,-0.0858252920726756,-0.93520586011458,0.476116658432074,-0.374880636596503
"'PCCGCIGL_06393'",-0.651520826467881,-0.837311881176237,-0.391660866446962,-0.875789575056791,-1.20612904195468,-1.28992276556059,-1.67922676605834,-1.14968592052835,-0.129801760412122,-0.252400362893535,-0.376216621492253,-0.387349277174248,0.82417149537451,0.27710482296979,0.183334901359707,0.217367607503515
"'PCCGCIGL_06393'",-1.80056315539826,-1.80040538610874,-1.58421340973676,-1.8536594417245,-4.63415804078772,-3.82476072005825,-4.57077408598826,-4.55952056186941,-0.256883654552637,-0.0831345490422469,-0.151876711119231,-0.282660490084263,2.94831821073762,2.98189364343419,3.0934874581709,2.45890604297529
"'PCCGCIGL_06393'",-1.01793843548373,-0.519500431491589,-0.92751394475155,-0.908133983677428,-1.13740200506159,-1.10557942267431,-0.877105040918952,-0.783507863981927,1.31621439441058,0.861430211200291,1.27696459666302,1.39023157007958,2.33580574693958,2.83431981512,2.63821375007997,2.13506273010536
"'PCCGCIGL_04444'",-2.72152989440021,-2.27023736198888,-1.28839925779982,-1.66500707405179,-0.0913038647436556,-0.735697489093544,-0.0524579564417609,-0.485479275844431,-0.173287627149559,-0.051951655148512,-0.109060642109167,1.26420476005663,-5.08840594014976,-3.64599979679888,-3.12896689669309,-4.46942552796207
"'PCCGCIGL_00550'",-0.0216679579058524,0.16147065120649,-0.0148552524656132,-0.0195568224785651,0.154664616808188,0.00762026126881955,0.177261535612233,0.186210720262688,0.375127917652677,0.48620319008608,0.513740996661192,0.597795955631393,0.651676383078324,0.30152846203231,0.465046895596386,0.416989352490483
"'PCCGCIGL_07169'",0.0500428792201574,-0.133352504027615,-0.080353905401307,-0.0931870115740264,0.155016374885256,0.169037709574607,0.195602766866339,0.167276349423269,-0.00583612178430041,0.105658187916848,0.253639182355605,0.0495316806438068,0.138040753787613,0.282453666891361,0.140738375102101,0.0197336768228351
"'PCCGCIGL_06372'",0.506403945197841,0.62474259930243,0.511164839693653,0.540052572884236,0.6220332542387,0.474970061727922,0.701021410353182,0.573780640448175,0.675407670299176,0.671278744740365,0.800527335247123,0.677498174596822,-0.842287506344314,-0.255955079121497,-0.410273878930639,-0.476582080825046
"'PCCGCIGL_01182'",0.359680392593886,0.370181491261149,0.39609507398911,0.274711155837829,0.530090123859789,0.511504541642402,0.5632209369436,0.503155729840306,-0.168672995780129,-0.146464411902892,-0.148367202478803,-0.133996046583241,-0.107544285587061,0.035679666928229,-0.0524113083150793,0.0564569035076676
"'PCCGCIGL_07192'",0.607864096681682,0.653842991991026,0.633256016720359,0.504143263609305,0.762046475999405,0.613466362554149,0.849053512040246,0.684934265830118,0.183736791768892,0.14287659882951,0.278905959708414,0.275801638629435,-0.196698268158944,-0.255844838679869,-0.0693506443769729,-0.29153552655227
"'PCCGCIGL_07461'",0.164901778590256,0.246531090243889,0.209734947754254,0.110096711203201,0.270197114346311,0.569522147507745,0.507025671834108,0.442027076006049,-0.317098115122896,-0.475281607513079,-0.213659560294618,-0.413462264186195,-0.37987596176938,-0.462691123029134,-0.385084569422277,-0.407144624065705
"'PCCGCIGL_05139'",-0.447445540592437,-0.211811970220372,-0.125904957806157,-0.283966133641511,0.107172502617152,-0.0237616894026777,-0.0323432580499096,-0.0809261331219155,0.234370307370236,-0.0436804638174832,-0.0520809072720822,-0.00675760657198176,-0.444534989874604,0.17591716992422,0.0434073482831582,0.0266152847795715
