
"ID_REF"	"GSM1169222"	"GSM1169223"	"GSM1169224"	"GSM1169225"	"GSM1169226"	"GSM1169227"	"GSM1169228"	"GSM1169229"	"GSM1169230"	"GSM1169231"	"GSM1169232"	"GSM1169233"	"GSM1169234"	"GSM1169235"	"GSM1169236"	"GSM1169237"
"Skluy_10.6.40:40"	1.823847933	1.670812739	1.774946009	1.792709091	0.895338237	0.928049127	0.748916777	0.860296523	2.088101147	1.61005255	1.859281606	1.833150911	-0.183275496	-0.079476059	-0.200386177	-0.422388669
"Skluy_10.6.41:41"	0.016798318	0.143124417	0.142876619	0.308678318	0.028935445	0.254245657	0.272635758	-0.008899009	-0.01319728	-0.049918182	0.034243593	-0.049835524	0.073187211	0.229041996	0.148935543	-0.156327956
"Skluy_10.6.42:42"	-0.078250206	-0.18792716	-0.04008878	-0.080254954	-0.044084181	-0.030078607	-0.099689468	-0.04260095	0.051687579	0.280488492	-0.055688686	0.027408905	0.089897281	-0.023846426	-0.029752177	0.146222189
"Skluy_10.6.4:4"	-0.089795574	0.162506033	0.310163953	0.301460037	-0.022863309	0.174351791	0.212217864	0.12579603	-0.202400971	-0.396893241	-0.490744527	-0.530537804	-0.081427943	-0.169966606	-0.212287101	-0.043387193
"Skluy_10.6.5:5"	0.008902769	-0.237591171	-0.093694751	-0.025892155	-0.158095974	-0.200098696	-0.161083645	-0.046549323	0.488769159	0.166211444	-0.010678625	0.057918436	-0.027707607	-0.067969524	-0.010989872	-0.36636026
"Skluy_10.6.6:6"	0.257719353	-0.037462682	0.334240013	-0.129943048	0.165532308	-0.167015396	-0.100110336	-0.000762674	0.106759907	0.040638902	0.06787944	0.186913605	0.258330611	0.355767968	0.064657639	0.158217376
"Skluy_10.6.7:7"	-0.181834537	-0.325209603	-0.431831717	-0.414295307	-0.418623325	-0.134423808	-0.178565417	-0.144659891	-0.268539421	-0.643008992	-0.168789286	-0.396324471	-0.082122419	-0.219848263	-0.174011766	-0.211518055
"Skluy_10.6.8:8"	0.418671602	-0.089714426	-0.138557633	0.078765338	-0.033020655	-0.276515268	-0.090810484	-0.248187136	0.160514779	0.012926985	0.162763456	0.141406068	0.403746568	0.106853553	-0.009312307	-0.129471253
"Skluy_10.6.9:9"	0.009960502	0.124141267	0.158382143	0.285605058	0.252211824	0.392783257	0.34152527	0.178694898	-0.58652652	-0.448447376	-0.472291104	-0.488866684	0.031131641	0.147593131	0.027975421	0.495998537
"Skluy_10.7.1:1"	0.001168583	-0.010974948	-0.138600708	-0.065250835	-0.157266253	-0.134321088	0.02652781	0.055051795	-0.34673221	-0.019308218	-0.319522005	-0.248356372	-0.171583544	-0.094054595	0.069442172	-0.084956433
"Skluy_10.7.2:2"	-0.406099055	-0.303820543	-0.110176144	-0.418024277	-0.070286561	-0.274626328	0.012855796	-0.16593387	-0.374409327	-0.681836342	-0.673819898	-0.552788558	-0.144117416	-0.217462978	-0.107773503	-0.168579036
"Skluy_100.1.10:10"	-0.38612945	-0.211385268	-0.140308758	-0.0873972	0.306086101	0.205489859	0.275964147	0.235365953	-0.356206344	-0.39476991	-0.513177452	-0.363420998	0.036955407	-0.326559424	0.178155264	-0.075412472
"Skluy_100.1.11:11"	-0.220332707	-0.268595246	-0.288011428	-0.226156566	-0.018343567	-0.03680691	-0.127572464	-0.205530133	-0.394237478	-0.494868043	-0.387454687	-0.33330674	-0.017702861	-0.177423913	-0.108878608	-0.278881242
"Skluy_100.1.12:12"	0.248472413	0.167771891	0.672482395	-0.063515458	-0.061156808	0.237057447	0.209877135	0.306477812	0.555983579	0.171039402	0.411145547	0.353435761	0.447362209	0.075626373	0.306237245	-0.014201687
"Skluy_100.1.13:13"	0.10918128	0.035925498	0.03516757	0.163135168	0.502450711	0.522110263	0.233811849	0.263936213	-0.521370857	-0.30766609	-0.405801773	-0.228113749	0.107202057	-0.050957719	-0.104733501	0.06219868
"Skluy_100.1.1:1"	0.171766189	-0.015497591	-0.021446642	0.100140351	0.011794298	0.004980317	0.130288063	0.006954587	-0.149873532	-0.043263914	-0.247249996	0.037769761	0.108772976	0.025690021	-0.01623425	0.003704697
"Skluy_100.1.2:2"	0.135302125	0.259655318	-0.000744756	0.212575225	0.166067833	0.163770274	0.151575798	-0.009876248	0.109907665	0.08097211	0.233957633	-0.026479389	0.193423423	0.384280939	0.431485346	0.162596942
"Skluy_100.1.3:3"	4.36E-05	-0.10251684	-0.200762093	-0.355310039	-0.43181721	-0.165434639	-0.144300879	-0.3082386	-0.109625533	-0.071953665	-0.108225604	-0.017589279	0.281427687	-0.045508963	0.007298653	-0.017578091
"Skluy_100.1.4:4"	-0.240140604	-0.353326088	-0.354780888	-0.169980621	-0.259309537	-0.20646525	-0.288983803	-0.216145605	-0.12892953	-0.148720926	-0.136001473	-0.271984903	0.21193062	0.009380966	0.149507393	0.07285228
"Skluy_100.1.5:5"	0.335619948	0.182359238	0.252479082	0.262907547	0.217163251	0.349201669	0.400672006	0.334438381	0.126047211	0.376601252	0.350380596	0.122577906	0.416703221	0.13888656	0.080797398	0.259616446
"Skluy_100.1.6:6"	-0.018112454	-0.31256302	-0.01075026	0.064458573	-0.351563744	-0.199522625	-0.434730498	-0.468917786	0.099387968	0.172784682	0.290054867	0.093519946	0.40533411	0.189992839	0.303506636	-0.004239375
"Skluy_100.1.7:7"	-0.473447528	-0.177331775	-0.041484658	-0.098758902	-0.435395754	0.127965708	-0.353737058	-0.21427888	-0.000519413	0.246891558	0.044501877	0.382459535	-0.2308447	-0.206550537	-0.381169823	-0.204578016
"Skluy_100.1.8:8"	-0.428362853	-0.191662427	-0.636597082	-0.446550348	-0.245058314	-0.363060985	-0.502279254	-0.620225694	0.83977655	0.791006708	1.059613446	0.873948306	1.064110231	1.182706729	1.0943833	1.089248785
"Skluy_100.1.9:9"	-0.333825799	-0.361620218	-0.210337993	-0.22575282	-0.058948731	-0.170332813	0.043509811	-0.148565144	0.04988783	0.285749519	0.202020039	0.081653342	0.223441865	-0.262113169	-0.060875979	-0.194835406
"Skluy_100.3.2:2"	0.216919415	0.108758393	0.325338457	0.131796884	0.43317496	0.609740931	0.477366639	0.217021826	0.1318666	0.203028109	0.193107237	-0.12109976	0.254439314	0.278310377	0.165519986	0.160038388
"Skluy_100.3.3:3"	0.161108722	0.223597997	0.225647397	0.176495921	0.147747885	0.19886929	-0.012221495	0.042887309	0.67890508	0.828134531	0.760763102	0.594589513	-0.037800322	0.440253933	0.191527766	0.211840519
"Skluy_100.3.4:4"	-0.183249917	-0.159741993	-0.099490476	-0.1563116	-0.308683313	0.060887512	0.019275605	0.07250643	-0.525258928	-0.464742217	-0.28925738	-0.416659647	0.00477476	0.234433763	-0.163076526	-0.040729727
"Skluy_100.3.5:5"	-0.057604233	-0.223238236	-0.225291985	-0.287049927	-0.522181262	-0.313823481	-0.475336069	-0.532131567	-0.066414535	-0.292945063	-0.214692583	-0.043623249	0.000201679	0.01109642	-0.039493287	-0.069048009
"Skluy_100.3.6:6"	-0.609682661	-0.271496129	-0.312932383	-0.486794475	-0.309231304	-0.132729786	-0.261055465	-0.273760073	-0.014733006	-0.192045669	-0.061339306	-0.220970051	-0.101794254	-0.022103002	0.021167466	-0.029841612
"Skluy_101.1.10:10"	0.106083641	-0.031332827	0.028852112	0.047995694	-0.174953434	-0.266880149	-0.226487991	-0.158144096	-0.003664717	0.503980269	0.382518952	0.484927647	0.351318803	0.048220262	0.145791601	0.099626992
"Skluy_101.1.11:11"	-0.120044752	0.030809503	0.1324076	-0.008654108	-0.108375077	0.190963933	-0.110850834	-0.117954145	-0.248387135	0.312915055	0.293331297	0.027416824	-0.094154467	-0.085690176	0.074264578	0.121201997
"Skluy_101.1.12:12"	-0.340242458	-0.434493526	-0.256525402	-0.228596795	-0.756728398	-0.29224819	-0.523075039	-0.36589665	-0.641067806	-0.369609058	-0.354844995	-0.167089415	-0.026149198	-0.139649746	-0.252250928	-0.290247797
"Skluy_101.1.13:13"	-0.286003878	-0.126756352	-0.162774469	-0.108826467	-0.057796707	-0.0003073	0.041949256	-0.052134113	-0.33349564	-0.439784183	0.111157483	-0.354340574	0.216179454	0.07187176	0.380610138	0.231917223
"Skluy_101.1.14:14"	0.154018934	0.322596029	0.202288731	0.269669017	0.077415913	-0.086628335	-0.004164178	-0.163484065	0.010465643	0.14286484	0.054926617	0.145145972	-0.093337934	-0.224352379	-0.026759183	-0.146503035
"Skluy_101.1.15:15"	-0.135147274	0.340347508	0.189085208	0.03531517	0.130697406	-0.04356059	-0.099260368	-0.008739461	0.006972538	0.037980609	0.218827385	0.058135637	0.272798275	-0.276263797	-0.062684908	0.260485418
"Skluy_101.1.16:16"	0.503839089	0.521538627	0.62721772	0.525217706	0.319896765	0.259090878	0.279449664	0.328671086	1.290118556	1.480454976	1.480524918	1.429371595	-0.101130557	0.328523611	0.097557523	0.263280322
"Skluy_101.1.17:17"	-0.165282837	-0.360342937	-0.553882453	-0.489424344	-0.076022238	-0.531279155	-0.216076619	-0.287473122	0.949338864	0.252435646	0.037014861	0.128443892	0.005270731	-0.443654529	-0.456613125	-0.238794895
"Skluy_101.1.18:18"	0.43606932	0.135480895	0.353275277	0.457300674	0.802676369	0.778048399	0.737549983	0.841780474	0.436368271	0.60186659	0.29311516	0.215019942	0.085888769	0.20326537	-0.013659429	-0.03448015
"Skluy_101.1.19:19"	-0.023739895	-0.075124293	-0.12835175	0.061513428	-0.204473739	-0.236767272	-0.480345359	-0.39197846	0.482442625	0.312198257	0.185583293	0.509088669	0.019073581	0.204452895	-0.128301868	0.030546399
"Skluy_101.1.1:1"	0.069841862	0.253578626	0.056257515	0.254073903	-0.076169182	-0.072024412	0.035406121	-0.183063496	-0.04242251	-0.030318256	0.113292087	0.031315576	-0.181817602	0.014140859	-0.250831315	-0.302602056
"Skluy_101.1.20:20"	-0.087027162	0.09541092	0.007530885	-0.08584075	-0.064093186	-0.146415543	-0.267802808	-0.152495687	0.264544036	0.307221521	0.365204469	0.370183103	0.177781869	0.389326837	0.572951955	0.239607919
"Skluy_101.1.21:21"	0.290119212	0.016096513	0.061627573	-0.118909791	0.090363489	0.105778971	0.172158139	0.080359186	-0.129364526	-0.512431874	-0.184513288	-0.432942781	-0.232511977	-0.455763103	-0.669658244	-0.504695237
"Skluy_101.1.2:2"	-0.006063113	0.104506115	-0.066219161	0.092881283	0.126499185	-0.018931158	0.126721393	0.046861625	-0.300482678	-0.35391191	-0.107897122	-0.213615863	-0.234061681	0.017300453	-0.20259678	-0.068201037
"Skluy_101.1.3:3"	0.002422876	-0.22717437	-0.256681049	-0.106187514	-0.426138667	-0.558137852	-0.359888508	-0.42575767	-0.314974961	-0.428591738	-0.360648786	-0.400394779	-0.157197272	-0.183656003	-0.438274599	-0.488181497
"Skluy_101.1.4:4"	0.149226539	0.24108934	0.13154738	0.182863231	0.034590337	-0.256340726	0.231994911	-0.17171202	-0.071187926	-0.381277532	-0.338371739	-0.398903789	0.119010734	0.288410748	0.012084174	-0.054878917
"Skluy_101.1.5:5"	-1.233293981	-1.018895688	-0.737715737	-0.890289475	-1.030717058	-1.147034652	-0.857249959	-0.881417468	-0.035914888	0.057991507	-0.135190985	0.031355754	0.054599734	-0.103567743	-0.067183829	-0.182012151
"Skluy_101.1.6:6"	-0.310728846	-0.132700575	-0.175057031	-0.23499149	-0.327695514	-0.2049806	-0.374322325	-0.414862605	-0.368364714	-0.392161197	-0.457328079	-0.295436692	-0.031370173	0.088337966	0.113934301	-0.001151747
"Skluy_101.1.7:7"	-0.053222993	0.170677341	-0.022823361	0.088771956	-0.048283441	-0.00802506	0.106296241	-0.080976888	0.429901816	0.544858783	0.593082168	0.503353134	-0.109568519	0.074913283	-0.026406225	-0.077491639
"Skluy_101.1.8:8"	-0.21540885	-0.207057125	-0.311868776	-0.099635763	0.059461533	0.068051729	0.212134835	0.144808448	-0.20614597	-0.18357815	-0.379682593	-0.065561559	-0.100065344	-0.069988645	0.072122713	0.004989636
"Skluy_101.1.9:9"	-0.320946003	-0.463040084	-0.429307913	-0.06918424	-0.126169977	0.012485698	-0.021672883	-0.071752637	-0.119493721	-0.269554727	-0.384486549	-0.149775359	-0.027876641	-0.430940963	-0.044593034	-0.147440517
"Skluy_101.2.1:1"	0.035966725	0.081197009	-0.066899323	-0.039042976	-0.329769135	-0.245865234	-0.354837152	0.029338871	-0.044298368	-0.018120401	-0.182434574	-0.390320669	-0.283899664	-0.360594867	-0.215072301	-0.26624792
"Skluy_101.2.2:2"	-0.278765448	-0.300313822	-0.271333121	-0.150261041	-0.068079373	0.008382656	0.018103419	0.00168796	0.103986272	0.129891412	0.261128939	-0.045995016	-0.228453299	-0.133791384	-0.353888335	-0.11753968
"Skluy_102.1.1:1"	-0.089715791	-0.164501466	-0.181564263	-0.324027513	-0.241603214	-0.308000528	-0.267033793	-0.153135169	0.217734163	-0.073439931	0.005958571	0.038861476	0.00452416	0.025477171	-0.048033009	-0.148185727
"Skluy_102.2.10:10"	0.019610592	0.192063259	0.452584644	0.141376469	0.592796113	0.760665666	0.626179015	0.549846139	-0.12382775	0.025882034	0.014337322	0.165974643	-0.268944583	-0.306573923	-0.07813118	-0.077921197
"Skluy_102.2.11:11"	-0.494938926	-0.131901433	-0.174611475	-0.214149889	0.443543925	0.28152541	0.278175305	0.454967148	0.217425309	0.228765321	0.168899993	0.203770732	-0.170860263	-0.072177976	-0.103394458	-0.101586828
"Skluy_102.2.12:12"	0.334121093	0.380874148	0.320211957	0.311377972	0.369502571	0.596111738	0.24712514	0.343015093	0.028311685	0.288666021	0.096370124	-0.094109648	0.079232362	0.031978529	0.06214545	-0.049036392
"Skluy_102.2.13:13"	-0.101982576	0.076501674	0.104356554	0.002640217	0.003587439	0.076000646	0.006656069	0.2139626	-0.403145135	-0.224419298	-0.293169521	-0.277508095	0.094272627	0.173795697	0.174637323	0.247523865
"Skluy_102.2.14:14"	-0.163318217	-0.203819453	-0.20564149	-0.192188539	0.093654849	0.133652116	0.247404464	0.048828572	-0.375439362	-0.511039365	-0.563524709	-0.364826125	-0.056881015	-0.266054047	-0.207222092	-0.146865917
"Skluy_102.2.15:15"	3.478889849	3.167899075	3.608761514	3.471170919	2.101572128	1.920387056	2.482683181	2.356007445	2.151779925	1.504958294	1.353164546	1.701101563	-3.411186982	-4.526635745	-3.362900245	-2.168879126
"Skluy_102.2.16:16"	-0.422334245	-0.052106188	0.0981583	-0.003362022	-0.133144161	0.082543389	-0.090084996	0.156893608	-0.526970392	-0.568743922	-0.68748612	-0.603128692	-0.014237098	-0.149676057	0.146784667	0.069522865
"Skluy_102.2.17:17"	-0.039687252	0.168850108	0.206730253	0.115100261	0.13135573	0.16802505	0.063709972	0.206218156	-0.301311157	-0.350879413	-0.264291556	-0.347066811	-0.378427834	-0.474372797	-0.301120685	-0.380630974
"Skluy_102.2.18:18"	-0.672673148	-0.847642538	-0.42763126	-0.929711309	-1.150895973	-1.274630075	-1.569882233	-1.143449776	-0.111172566	-0.335416069	-0.463198678	-0.409631601	0.45452447	0.072802966	-0.018358768	0.02686112
"Skluy_102.2.19:19"	-3.115988167	-2.931961892	-2.936621325	-3.148506749	-0.567668811	-0.644620607	-0.048830407	-0.409763844	-2.558791567	-2.622342571	-2.609475428	-2.495089802	-1.053057565	-1.175224808	-1.24863342	-1.277817103
"Skluy_102.2.1:1"	0.473337555	0.214395516	-0.028432328	0.217073332	0.849814622	0.610556135	0.746924755	0.875487792	-0.196760951	0.204874569	-0.341263879	0.00264519	0.250226231	-0.009067908	0.51657316	-0.09032671
"Skluy_102.2.2:2"	-0.071408145	-0.110216089	-0.026668054	0.025376436	0.155514064	-0.165610565	-0.038627535	-0.061906572	-0.143657396	-0.382235488	-0.448839801	-0.32389383	-0.183702883	-0.403404317	-0.156329414	-0.111522104
"Skluy_102.2.3:3"	0.419218951	0.518891651	0.420042199	0.421090181	0.483570923	0.333704462	0.563830022	0.463028444	0.738468194	0.674670061	0.820922057	0.738091917	-0.650828241	-0.30381898	-0.451843011	-0.465816572
"Skluy_102.2.4:4"	0.346766762	0.423125011	0.260907873	0.386886356	0.26250317	0.364093457	0.385098517	0.368563564	0.233363303	0.28256168	0.285787727	0.341465118	-0.046669084	-0.025587101	-0.12374865	-0.12195681
"Skluy_102.2.5:5"	-0.418360863	-0.417224737	-0.273403429	-0.138233528	-0.289450836	-0.095043011	0.037414026	-0.047405009	-0.479654437	-0.4327654	-0.567730573	-0.362647237	0.045771646	0.169366885	0.017043069	-0.011117937
"Skluy_102.2.6:6"	-0.14105761	-0.322712333	0.13983336	-0.026828212	-0.159425571	-0.289285046	0.052765032	-0.201866462	-0.219369658	-0.152065324	-0.385869854	-0.366102703	0.486528946	-0.041224266	0.065844507	0.157586753
"Skluy_102.2.7:7"	-0.367816364	-0.289099337	-0.291643995	-0.054118761	-0.147237126	-0.71810873	-0.112058801	-0.216912176	0.851777111	0.807549013	0.851186956	0.824695185	0.311266188	0.400903926	0.160164498	0.068930096
"Skluy_102.2.8:8"	-0.517669358	-0.32019909	-0.473737865	-0.458196768	-0.449788497	-0.438737446	-0.502199061	-0.621721198	0.439867154	0.366716938	0.334640362	0.405684089	-0.032533669	0.063942693	0.040190529	-0.122433804
"Skluy_102.2.9:9"	0.12676892	0.215770282	0.172604647	0.118021348	0.341569114	0.11738197	0.250988997	0.155373186	-0.100210303	0.049627699	-0.061295846	0.058499113	0.026482947	0.270514026	0.105105533	0.254860086
"Skluy_103.1.1:1"	0.471104728	0.173149143	0.323299867	0.10241202	1.596359009	1.540306248	1.598830713	1.61348824	-0.309745414	-0.23744075	-0.391953239	-0.392699602	-0.07122258	-0.363986648	-0.310274335	-0.327239385
"Skluy_103.1.2:2"	-1.031611639	-0.363024692	-0.482425909	-0.278635837	-0.133558116	0.078026548	-0.018302941	-0.113753629	-0.457181941	-0.622617384	-0.518409754	-0.367556535	-0.169395951	-0.3756872	-0.300655091	-0.232427246
"Skluy_103.1.3:3"	-0.103216969	0.267564845	0.125182133	0.10522529	0.231354115	0.430688167	0.198725201	0.404760044	-0.067050254	0.192178916	0.039851333	0.093720457	-0.211114869	-0.068516822	-0.105808292	-0.054863269
"Skluy_103.1.4:4"	-0.234406443	-0.180030913	-0.169043862	-0.342132887	-0.133217161	0.226337278	0.098105036	0.06802581	-0.131512426	0.045707199	-0.00771606	-0.037807347	-0.093456341	-0.013032516	0.214382543	-0.001050707
"Skluy_103.1.5:5"	-0.127571668	-0.013647672	-0.226698193	-0.152014556	0.642613243	0.394384025	0.460444197	0.453710392	-1.766857573	-2.014380265	-1.924086841	-1.769487968	0.532607605	0.150734973	0.408302338	0.276563379
"Skluy_103.2.10:10"	-0.826171082	-0.930131931	-0.958363167	-0.837887996	-1.516224172	-1.483794577	-1.49601819	-1.595454138	-0.653543527	-0.810948558	-0.758643544	-0.396444246	0.191698804	0.304727016	0.186679374	0.279486537
"Skluy_103.2.1:1"	-0.03139233	0.059887381	-0.072875128	-0.127686127	-0.07274771	-0.132717412	-0.265380487	-0.324971093	0.103363802	0.178910865	0.153112457	0.093512157	0.030797791	0.09588798	0.021621322	0.085227476
"Skluy_103.2.2:2"	-0.044894993	0.195176312	0.151164106	0.13777397	0.012715158	0.16455784	0.03899103	-0.046746322	-0.014655226	0.235498996	0.232122752	0.068578225	0.137362563	0.173828222	0.133439889	0.189002126
"Skluy_103.2.3:3"	-0.164910392	-0.318954939	-0.410290558	-0.326011858	-0.49500286	-0.391398455	-0.341609617	-0.376625502	0.469455665	0.467960745	0.676369521	0.605981026	0.426508221	0.319813741	0.246538961	0.224738125
"Skluy_103.2.4:4"	0.060469075	0.037113232	-0.026558189	0.142442854	0.169384965	-0.150447952	-0.013013458	0.222720512	0.66333029	0.495780223	0.59080423	0.744398772	-0.220146353	0.053995895	-0.048736618	-0.169715962
"Skluy_103.2.5:5"	0.226290571	0.044557755	0.019372809	-0.114270704	0.011818072	-0.091966047	0.081077828	0.034462511	0.397414307	0.386836948	0.476803679	0.474111191	0.067460064	-0.280695707	-0.331383186	-0.112750993
"Skluy_103.2.6:6"	0.007277306	-0.059960304	-0.214544169	-0.330788501	-0.213349912	-0.206517234	-0.290469585	-0.264223885	0.485847263	0.279503994	0.423554952	0.40917123	-0.196876983	-0.250005775	-0.21247117	-0.149278368
"Skluy_103.2.7:7"	0.328823966	0.466120878	0.340298805	0.244545859	0.308715395	0.342512923	0.349019986	0.329536119	-0.109998587	-0.191084093	0.006215874	-0.222613019	-0.485976292	-0.343497951	-0.71530006	-0.527760122
"Skluy_103.2.8:8"	0.09870724	0.253352474	-0.063909454	-0.064737309	-0.033005135	-0.157649482	0.059124133	0.234080003	0.591836803	0.437162407	0.070084991	0.478672517	-0.16888815	0.042211482	-0.326115042	0.155342074
"Skluy_103.2.9:9"	-0.09989376	-0.294818258	-0.225097988	-0.355819057	0.172403887	0.090855343	-0.071121978	-0.289709103	0.171855305	-0.275087529	-0.149845546	-0.378018976	-0.063701141	-0.00305321	-0.158997545	-0.000255299
"Skluy_103.3.1:1"	-1.777499424	-0.719734393	-0.714728201	-0.976555079	-1.73930848	-1.587719088	-1.212041119	-0.70000785	-0.645340821	-0.94254411	-0.971598503	-0.761749924	0.261020925	0.05923374	0.186678457	-0.107788037
"Skluy_104.1.1:1"	-0.579332326	-0.520755917	-0.591439591	-0.71683421	-0.488965533	-0.721571757	-0.385347176	-0.40512848	-0.253703636	-0.852735225	-0.774898238	-0.548069076	-0.128851453	-0.503852323	-0.536249028	-0.3027566
"Skluy_104.1.2:2"			-1.142479626		-0.071826059	0.847790679	-1.748592098		-0.040424017			0.827456614		-1.642006838		-0.013869599
"Skluy_104.1.3:3"	-0.326787063	-0.476419556	-0.550750001	-0.875629594	-0.556244955	-0.7399574	-0.548737747	-0.529139872	-0.660076752	-1.440475287	-1.255538739	-1.262282691	0.046352978	-0.376515966	-0.403111855	-0.100630964
"Skluy_104.1.4:4"	5.179622035	4.736850248	4.515052466	4.238711893	3.834451394	3.018377383	3.675134533	3.486864298	3.744706622	2.369780612	2.848080456	3.27466181	-1.072944278	-1.804357385	-2.139780533	-1.459716763
"Skluy_104.1.5:5"	4.670102357	4.349159144	4.429283908	5.731027506	3.609879597	3.232754782	3.254873273	2.736967494	3.576653039	2.703915265	3.138185346	2.811439122	-0.350911198	-0.878945272	-0.722252662	-1.042339593
"Skluy_104.1.6:6"	-0.430704637	-0.847240139	-1.046045599	-1.313386714	-0.443053345	-0.824232733	-0.478035948	-0.370986742	-0.216637891	-1.221764547	-0.974079806	-0.790368998	-0.705687729	-1.098690327	-1.341281459	-0.803917184
"Skluy_104.1.7:7"	-1.594170099	-1.540163255	-1.679132674	-1.96030189	-1.030418276	-1.362017263	-1.468522035	-1.380265656	-2.408250383	-3.127528115	-3.07336671	-2.807099909	0.036968111	-0.649421252	-0.469657768	-0.651549476
"Skluy_104.1.8:8"	-1.6106487	-1.456020369	-1.631094273	-1.775689898	-0.946477335	-1.119540445	-1.031784343	-0.947326449	-0.980082202	-1.446794626	-1.554526142	-1.248313491	-0.04966895	-0.189390991	-0.1059805	0.201556409
"Skluy_104.3.1:1"	-0.404562572	-0.391600951	-0.43164539	-0.435250982	-0.461618873	-0.381363722	-0.515710786	-0.461845828	-0.85853317	-0.662895951	-0.543255595	-0.678964474	-0.701910532	-0.767730891	-0.532659184	-0.590480558
"Skluy_104.3.2:2"	-0.234877211	-0.653700527	-0.626491195	-0.423355205	-0.294146271	-0.403276336	-0.615928159	-0.471552412	-0.019367071	-1.015964902	-0.978868256	-0.82755982	-0.684351741	-0.888913424	-0.928294913	-0.689829127
"Skluy_104.3.3:3"	-0.499159467	-0.589594421	-0.647449263	-0.603774792	-0.272094978	-0.411219164	-0.177381651	-0.602189682	-1.262343093	-1.902275358	-1.487768615	-1.500295491	-0.798472389	-0.38343025	-0.672689369	-0.224764712
"Skluy_104.3.4:4"	-0.225497831	-0.624258716	-0.702383985	-0.846304389	-0.510103058	-0.68732171	-0.475326659	-0.564098972	-0.831871747	-1.166780155	-1.02319914	-1.094695868	-0.257426242	-0.334411438	-0.581575786	-0.404666489
"Skluy_104.3.5:5"	-0.468331871	-0.487067265	-0.600921588	-0.456121148	-0.318486973	-0.396668853	-0.274579244	-0.479537793	-0.287819579	-0.688558936	-0.732260077	-0.569142944	-0.48618934	-0.208187174	-0.243094251	-0.307500996
"Skluy_104.3.6:6"	-0.32417709	-0.490223929	-0.737762754	-0.993133567	-0.83498938	-0.696199263	-0.519568164	-0.64396677	-0.100519586	-0.368851288	-0.319585537	-0.363438239	-0.052534983	-0.654267773	-0.772487762	-0.309682784
"Skluy_104.4.1:1"	-0.222567457	-0.105682673	-0.331451481	-0.349308387	-0.100229489	-0.238319475	-0.192197845	-0.128298125	0.358159894	0.461436818	0.441578896	0.291508197	-0.0026526	-0.156682074	-0.060289126	-0.153602515
"Skluy_105.1.10:10"	-1.599479727	-1.713237203	-1.718663264	-1.783165449	-1.057786895	-1.068053499	-0.87982155	-1.090023225	-2.295122078	-2.135016449	-2.025595924	-1.929583576	1.636671042	1.840839178	1.411299461	1.787012454
"Skluy_105.1.11:11"	0.088757353	-0.139898696	-0.183859142	-0.124532854	-0.265099001	-0.331882955	-0.311713991	-0.347900208	0.619017967	0.512511866	0.550136708	0.548958214	0.204468384	0.371412504	0.179062979	-0.027671087
"Skluy_105.1.12:12"	0.247956966	0.250820379	0.148714729	0.18272597	0.181287643	0.097050342	-0.015082239	0.040580582	-0.390710181	-0.65979809	-0.243679402	-0.519835956	0.094432149	0.371645361	0.501258955	0.225566651
"Skluy_105.1.13:13"	-0.475481725	-0.275561097	-0.219657476	-0.715011901	-0.055344441	-0.265132461	0.04240452	-0.241610898	-1.314747061	-1.912604702	-2.054283913	-1.923233906	0.002689383	-0.305299831	-0.457436038	-0.387824578
"Skluy_105.1.14:14"	-0.852464203	-0.970117368	-0.787913573	-0.685004333	-1.376926269	-1.306003291	-1.272891699	-1.250159711	-0.392523913	-0.389087424	-0.604827517	-0.632606681	-0.275372413	-0.31338533	-0.036435828	-0.245661704
"Skluy_105.1.15:15"	-0.019425222	0.005703079	0.110272905	-0.017147273	-0.09344323	-0.099670531	0.008367984	0.012826204	-0.185134766	-0.252115782	-0.234809309	-0.057281749	-0.214606746	-0.136153942	-0.343913207	-0.233105484
"Skluy_105.1.1:1"	-0.814908797	-0.954081661	-0.749374145	-0.962988285	-0.882472671	-0.765784128	-0.853214139	-1.04459067	-0.517997964	-0.656220472	-0.822412195	0.456140769	-0.325809875	-0.351891476	-0.737581194	-0.64158106
"Skluy_105.1.2:2"	-0.006165206	-0.076144715	-0.079694091	-0.243942207	-0.095648909	-0.114478942	-0.166376116	-0.12861443	-0.226392764	-0.552153982	-0.294389113	-0.461868682	-0.109854554	0.015421182	-0.23059363	-0.11217611
"Skluy_105.1.3:3"	0.318417519	0.108416212	0.101868505	0.113879885	0.197901244	0.201420511	0.119830731	0.299965982	-0.227830714	-0.094504649	-0.21494299	-0.319132965	0.181925641	0.014626643	0.150660684	-0.043497958
"Skluy_105.1.4:4"	-0.16504814	-0.142756724	-0.197494479	-0.097584419	-0.331071621	-0.242422843	-0.373764667	-0.268375869	0.374607448	0.485581332	0.359342876	0.382953947	-0.157705461	0.078496728	-0.062324029	0.042490178
"Skluy_105.1.5:5"	-0.121424225	-0.114651036	-0.140775348	-0.327956628	0.259211672	0.42240114	0.259631441	0.173250767	-1.162980793	-1.32428957	-1.258100951	-1.186223682	-0.426480926	-0.730162004	-0.924263375	-0.510801622
"Skluy_105.1.6:6"	0.49066342	0.423861461	0.521087433	0.512918815	0.257205868	0.283328324	0.103442758	0.443791428	0.507531043	0.506503618	0.573301283	0.475437429	0.013350424	-0.22308606	-0.062324229	-0.036131134
