
"ID_REF"	"GSM1169222"	"GSM1169223"	"GSM1169224"	"GSM1169225"	"GSM1169226"	"GSM1169227"	"GSM1169228"	"GSM1169229"	"GSM1169230"	"GSM1169231"	"GSM1169232"	"GSM1169233"	"GSM1169234"	"GSM1169235"	"GSM1169236"	"GSM1169237"
"Contig108.1.A:354"	-0.031031695	-0.037001216	-0.087464248	0.294896666	-0.044323137	-0.034104595	0.03797408	0.040215439	0.174282397	0.275088407	0.318727319	0.320578281	-0.060548762	-0.120332268	-0.068961109	-0.091763134
"Contig11.1.A:580"	-2.584604819	-2.460870409	-2.513424038	-2.415056784	-1.446950573	-1.300227985	-1.475753192	-1.206696383	-1.526146221	-1.62690308	-1.664438791	-1.605618944	-3.564006572	-3.65714895	-3.557681185	-3.528972814
"Contig11.1.B:140"	0.157740451	0.318915903	0.387911972	0.261902536	0.405162482	0.551061168	0.098443686	0.335490677	0.107916859	0.050742059	0.193902133	0.18458078	0.064366886	0.22878471	0.416258518	0.166256001
"Contig11.2.A:1614"	0.531860103	0.604142185	0.682724535	0.632997342	0.192022371	0.178170066	0.089220893	0.27849834	0.928288187	0.972362403	1.008700947	0.858728778	0.264756519	0.561972717	0.292532692	0.172079468
"Contig11.2.B:654"	-1.156322427	-2.240257456	-1.698362214	-0.418409707	-1.07694928	-1.180109565	-0.638832984	-0.450108838	4.41840546	4.300636098	4.384485733	4.196803535	0.005802847	0.052049709	0.457529004	-0.183423269
"Contig11.4.A:1748"	0.259326211	0.263130566	0.392732818	0.22235566	0.051106177	0.169692426	0.03515931	0.051106775	0.936887462	0.973797968	1.025270065	1.103280578	0.284369786	0.300104811	0.531972081	0.457606243
"Contig11.4.B:1137"	-0.079792931	-0.036278128	-0.088501055	-0.074682809	-0.137903075	-0.067652799	-0.163164073	-0.164813811	0.163447345	0.284754797	0.304445528	0.222259233	0.162690566	0.267138913	0.056140048	0.153816642
"Contig113.1.A:1140"	0.169516583	0.188152899	0.40882965	0.225584328	-0.798955942	-1.505067031	-1.593787432	-1.679686726	-0.443052849	-0.633154281	-0.529526365	-0.273641878	1.860406213	1.947547559	1.990186682	1.974957648
"Contig114.2.A:1245"	0.076088517	0.94697895	0.212585697	0.855222536	1.170514711	-0.076681864	0.42776957	0.220154216	2.974609235	2.764449783	2.868534813	2.010413929	0.043652742	-0.346591782	-0.790134831	-0.044952924
"Contig115.1.A:1871"	-0.182342703	0.31596325	0.118430163	0.187641281	-0.557066844	-0.057502274	-0.354137142	-0.340830058	0.278906332	0.491383529	0.390172257	0.274658	0.347480311	0.3223939	0.088551967	0.332270647
"Contig116.1.A:1095"	0.332755654	0.197732293	0.220995159	0.090699795	-0.248768134	-0.273880312	-0.119759518	-0.244114364	0.962579393	0.832050194	0.809974294	0.669461308	-0.303995468	-0.34630133	-0.385348883	-0.49418978
"Contig12.2.A:233"	-0.337602062	0.242914908	0.180247322	-0.289883765	0.87877709	0.309669978	-0.015982982	0.174845502	-0.000300108	-0.941435904	-0.437203718	-0.989673092	-0.096485019	0.183536984	-0.087108823	0.340712116
"Contig12.2.B:79"	-0.239856885	-0.335323091	-0.386770789	-0.207547389	0.056845578	-0.381315758	-0.161107302	-0.433159381	-0.137791846	-0.081407845	-0.234987639	-0.399432936	0.070500747	0.017950127	0.423975854	0.110099439
"Contig12.2.C:450"	-0.46791676	-0.251109008	-0.39672287	-0.149377536	-0.225432661	-0.282373694	-0.265457502	-0.313286906	-0.377171245	-0.27341373	-0.2385938	-0.182375851	0.04870722	0.075066381	0.18537044	0.065818551
"Contig12.2.D:1889"	0.354566795	0.098509571	0.044707742	-0.068024075	0.062480854	-0.102479137	0.002027496	-0.026062337	0.257207698	0.141489855	0.352500072	0.249811843	0.307916056	-0.202842319	0.053644955	-0.12526908
"Contig12.2.E:1033"	0.377106837	0.27512668	0.643228452	0.412262828	0.154425884	0.396559011	0.351951111	0.342150152	0.645655995	0.834361287	0.831758933	0.66793602	-0.016086384	-0.040272805	0.000409904	-0.102759116
"Contig121.2.A:299"	-0.178228396	-0.125547205	0.017809913	0.022399398	-0.066780707	-0.120485864	-0.000294009	0.020190117	0.472999828	0.544234247	0.580517511	0.626357538	0.142659385	0.215623829	0.027189797	0.221847496
"Contig123.2.A:468"	0.371033351	0.236212325	0.486610018	0.581936141	0.158884682	0.292027513	0.217515147	-0.00352845	0.424862417	0.410927606	0.744056367	0.439729795	0.194256478	-0.037630418	0.295411104	0.104763126
"Contig124.1.A:259"	-0.070150533	-0.154725883	-0.261330153	-0.022107754	-0.083999444	-0.196644037	-0.28295602	-0.226265506	-0.113351786	0.02136432	0.141674245	0.167327242	0.108241102	-0.050523596	0.116560112	-0.020008811
"Contig124.3.A:1472"	-0.347039351	-0.427241195	-0.659479311	-0.821647718	-0.276009023	-0.701028782	-0.348998661	-0.451872024	0.43876612	-0.244572415	-0.073078391	-0.125882724	-0.130149297	-0.604083771	-0.533298736	-0.213888412
"Contig124.3.B:1346"	0.073082122	0.087344211	-0.220114872	-0.231112186	-0.000128059	0.003970544	0.309257172	0.119752161	-0.23276935	-0.350314612	-0.273277145	-0.251322681	-0.092243096	-0.324515291	-0.240125835	-0.14999995
"Contig125.2.A:78"	0.294718764	0.448280926	0.352415504	0.502194346	0.458638085	0.469292923	0.367046644	0.477481138	-0.242754567	-0.197227979	-0.182753585	-0.210376665	0.068646806	0.168723004	0.105522492	0.344164675
"Contig125.2.B:266"	-0.290681444	-0.085873019	-0.231190638	0.08897714	0.141825163	0.263841154	-0.250743718	-0.093167711	0.31476619	0.398496906	0.018999468	0.385587196	-0.15141381	-0.148896785	-0.046281328	-0.03076593
"Contig126.1.A:728"					0.94839144	2.54840637		1.762474477						-3.826430674		
"Contig126.1.B:104"					1.876313653	-2.766024129						0.288802369				
"Contig126.1.C:546"	0.263022921	-0.136418437	0.410476743	-0.095249799	-0.278460282	-2.668083823	0.42776957		1.762497332	0.671261532		0.300437404	-0.132794273	-0.064063168		
"Contig127.2.A:331"	-1.204399603	-1.024465995	-1.381658188	-1.186065511	-0.626508455	-0.333282361	-0.571938908	-0.413709419	2.553401237	2.978729158	2.783720079	2.856374787	-2.320298549	-2.905833353	-1.622506243	-2.2619028
"Contig128.1.A:277"	-0.045519761	-0.305279061	-0.527167751	-0.209517481	-0.551184438	-0.364136485	-0.440820657	-0.536600747	0.138589271	0.334682814	0.242704681	0.227659702	0.237137774	-0.221200853	-0.026577511	-0.091585639
"Contig128.1.B:480"	-0.798347578	-0.829735338	-0.82107734	-0.902833601	-0.960719439	-0.732328887	-0.894314961	-0.819082807	-0.690291312	-0.825536467	-0.663486306	-0.716294166	0.230661958	0.167900001	0.376525385	0.214247664
"Contig13.1.A:2773"	0.083108961	0.105941789	0.093903795	-0.166274761	-0.020749151	-0.118199506	-0.089127141	0.212348702	0.37785607	0.326876183	0.304259859	0.259871772	0.059714468	-0.088509315	0.045277902	0.0621812
"Contig13.2.A:343"	0.0831684	0.161469949	0.163584562	0.173955554	-0.070132392	0.111695991	0.058604797	-0.194567456	0.368705782	0.65051518	0.534117511	0.612282021	0.006349094	-0.047700437	0.008832634	0.071401799
"Contig13.3.A:844"	-1.099795724	-0.892229319		-1.432044948	-1.915067963	-0.49956706	-0.31556606	-0.576052445	4.416693227	4.306778082	5.356410543	3.552931059	0.44643446	0.297267567	0.285686471	-0.15968009
"Contig13.3.B:411"	0.22108301	0.115253927	0.026545681	0.385147632	0.15662482	0.448782449	-0.012059353	0.222804109	0.523265038	0.274667548	0.558590479	0.532748005	-0.125179699	0.243776279	0.013256092	-0.003874252
"Contig13.3.C:335"	0.396208011			-0.937667256	0.727188638	0.457811104			-0.052809019		-0.085551089	-0.12669378	1.429799765		-0.653549365	
"Contig130.1.A:573"	0.131188644	0.127343412	0.120850945	0.141034694	0.484449464	0.192770709	0.251430444	0.3857139	-0.516010673	-0.580928123	-0.449207601	-0.59313027	-0.095108767	-0.076465444	-0.128680547	0.006640099
"Contig130.1.B:1910"	0.275840501	0.074289466	0.139629848	0.230100509	0.510882806	0.328592432	0.173220393	0.196929869	0.456191661	0.699091877	0.78415985	0.492887569	0.058001921	0.324076991	0.54125328	0.294460082
"Contig132.1.A:1815"	-0.7079624	-0.586473196	-0.81304074	-0.957668518	-0.861844707	-0.874200102	-0.758475121	-0.883738761	-0.567230917	-0.498930068	-0.613092606	-0.421392866	-0.19320512	-0.209138006	-0.010345609	0.034801874
"Contig133.2.A:852"	0.101117207	0.231120731	0.293873878	0.276918156	-0.462438116	-0.348769169	-0.425066521	-0.236023796	0.554842004	0.340804765	0.645317327	0.62104601	-1.012993657	-0.542992551	-0.704527748	-0.560553026
"Contig133.2.B:230"	0.561439712	1.156803844	0.846257656	1.049227042	-0.510102971	-0.333707268	-0.562655145	-0.37254871	-1.145157444	-1.205668152	-1.467174195	-1.378548875	-0.059590542	-0.089987667	-0.098821622	-0.083414535
"Contig133.2.C:636"	0.007355614	-0.023403279	-0.14947903	0.001534268	-0.271432284	-0.092193577	0.030889647	-0.019238536	0.223218329	0.009456253	0.293662517	-0.062026889	-0.097536621	-0.038714412	0.000651441	0.008075716
"Contig134.1.A:735"	0.722032968	0.86893254	0.842801721	0.849028338	0.64648539	1.072826948	0.636819876	0.870408596	0.499439327	0.732662688	0.560701179	0.424897803	0.00059794	0.276997613	0.313285804	0.171666458
"Contig135.1.A:484"	-2.896437026	-2.813528688	-2.081292349	-2.04764728	-2.166126674	-2.695187215	-2.140881314	-1.798114275	-0.806506586	-0.947603933	-1.126454625	-0.808249798	0.817607767	-0.012421078	0.600300491	0.365294208
"Contig135.1.B:1558"	0.139137782	0.132839289			0.300405682			0.291740177	-0.146833899			-1.683760322	0.374385662	-0.091205704		
"Contig135.1.C:1846"	-0.113412623	0.162366856	0.166508792	0.036964384	0.14773951	0.134686313	0.293225632	0.092666083	0.034949306	-0.023821933	-0.049908014	0.037765298	-0.146355902	-0.092862366	-0.071282905	-0.225207977
"Contig135.2.A:1634"	0.12794201	-0.006828342	0.118012773	0.033176406	0.059029918	-0.113223825	0.099938673	0.079720612	0.045363157	0.151129355	0.228631827	0.191376459	0.115160672	-0.013449238	-0.025377251	-0.043672536
"Contig136.2.A:443"	-0.452078532	-0.281605924	-0.417599205	-0.245875558	-0.456753312	-0.635368829	-0.573173457	-0.520187085	0.039031068	-0.077987785	0.257456781	0.222469703	0.2744151	0.554063639	0.623859064	0.431302778
"Contig136.2.B:721"	-0.377674689	-0.386322572	-0.263495184	-0.455835796	-0.279319552	-0.451288816	-0.416121138	-0.424952418	1.000913851	0.991868741	0.939184923	0.808085136	0.075589205	0.249850934	0.04906366	0.282238927
"Contig139.2.B:1648"	0.535478622	0.592203023	0.522692723	0.61453053	0.446695951	0.478032689	0.480164385	0.710759107	-0.207189978	-0.210448076	0.33001468	-0.155421471	-0.022190099	0.269014453	0.14092504	0.166649134
"Contig139.2.C:1332"		-0.943889237			1.200830752	0.457811104	0.996579279		10.02100725	10.72658524	12.07329553	10.63323279	-0.838474591			
"Contig139.2.D:647"	-6.5504392	-7.219899037	-7.929867343	-7.317526563	-6.442166679	-7.349054558	-6.595031603	-6.965855172	-5.689401158	-5.962414889	-5.998659412	-6.700997801	0.967552484	0.985129044	2.313161954	1.017247435
"Contig14.4.A:482"	0.07310292	-0.134397467	0.043736236	0.077934127	0.203480202	0.34893135	-0.035564912	0.103594654	0.21325739	0.209172051	0.404880815	0.394059851	0.040426964	0.102095663	0.159235141	0.204251733
"Contig14.4.B:2082"	-0.153083684	-0.088422242	-0.082236398	-0.026304489	-0.073118294	-0.201169828	-0.161239106	-0.188631221	-0.282005296	-0.259161501	-0.27043913	-0.38722622	-0.014919577	-0.032328823	0.089489162	0.045891914
"Contig14.5.A:1153"	-0.215876799	-0.272989543	-0.185837316	-0.104479423	0.139313867	0.27962406	0.312113173	0.280900367	-0.530543638	-0.482222183	-0.523431503	-0.406669449	-0.548645618	-0.449218747	-0.288793514	-0.45915978
"Contig140.1.A:1050"	-0.565252113	-0.114037076	-0.122173696	-1.004016788	0.519797284	-0.097260748	-0.141935468	-0.396161119	-0.055822827	0.133376387	0.044340829	0.47571048	-0.026379763	-0.79218674	0.218217613	-0.044952924
"Contig143.2.A:447"	-0.016679203	-0.189180548	-0.089609999	-0.234413792	-0.083846526	0.096586392	-0.036892765	-0.078194549	-0.506443653	-0.274948355	-0.270938333	-0.251232991	-0.031185892	0.063028916	0.079830881	0.058760699
"Contig144.1.A:25"	-0.283568871	-0.396577725	-0.542759287	-0.666697524	-0.590359135	-0.661913064	-0.628083975	-0.496673963	-0.226753257	-0.295294796	-0.191677187	-0.1860586	0.038347956	-0.188382892	-0.383166618	-0.290105126
"Contig144.2.A:48"	-0.709886014	-0.840920411	-1.210333658	-1.031844237	-0.390182625	-0.350828023	-0.463794788	-0.400052835	-1.318593676	-1.710635281	-1.918965471	-1.425781622	-0.618178736	-0.999251488	-0.734989983	-0.532904444
"Contig145.1.A:821"	9.47262583	10.08377848	9.91594303	9.490160586	4.378565127	4.162452656	4.151394582	4.153514449	10.26363466	9.548023224	9.998417962	10.27138349	-1.865571672	-2.16739258	-1.54126671	-3.132404795
"Contig147.1.A:1027"	3.618272988	3.561180637	3.285259254	3.661478636	9.126668366	8.902463131	8.589061902	9.164900959	2.670970608	2.850093391	3.060742739	2.746658465	-0.166108636	0.009075677	-0.046696413	-0.383832534
"Contig15.2.A:508"	0.002937289	0.125608661	0.22063108	0.174190415	0.359107575	0.318705106	0.366631071	0.426209877	0.061854523	-0.203307408	-0.403997174	-0.120918544	0.059079072	0.158987604	0.103318962	-0.058560378
"Contig15.2.B:65"	0.08133167	0.304827084	-0.022871283	0.415490707	-0.52607258	-0.686585362	-0.462801976	-0.615803244	1.064064869	1.362662053	1.08983298	1.250820135	0.044702703	0.879585552	0.240875486	0.107150165
"Contig15.3.A:552"	0.066999864	0.022704765	0.139946942	0.021584057	0.02165547	-0.064411363	-0.102306551	-0.077507968	-0.147082694	-0.229391406	-0.126105177	0.014770523	-0.280378528	-0.198028332	-0.264544635	-0.116275288
"Contig15.4.A:472"	0.580127522	0.787584322	0.699704231	0.553751115	1.601193259	1.460163509	1.388582928	1.243081502	0.46939333	0.194566529	0.343434895	0.304953428	0.46992319	0.590172153	0.433765102	0.52019707
"Contig15.4.B:519"	-0.172147982	-0.122077063	-0.282139492	-0.231268277	-0.162802385	-0.102681024	0.017691426	-0.052195981	0.067473629	-0.367045828	-0.179069493	0.017847811	0.000661212	0.676277181	0.295279497	0.293566972
"Contig15.5.A:2976"	0.126891911	-0.082705464	-0.154470226	-0.153831682	0.140228659	0.040029875	-0.097450736	-0.066203524	0.308904079	0.108572116	0.058065851	-0.149287496	0.123723007	-0.020009958	-0.150782763	-0.064252843
"Contig150.1.A:178"	0.029403586	-0.330800682	-0.33211724	-0.351203926	-0.358524104	-0.226042297	-0.241374086	-0.260964174	-0.377954873	-0.42449786	-0.491370288	-0.41986643	0.146283981	-0.148180951	-0.102742619	-0.233946206
"Contig151.1.A:703"	0.161850482	0.109548569	0.262522583	0.019505618	0.185084808	0.159384483	0.241707496	-0.026967693	-0.345103532	-0.057819442	-0.118854856	-0.063908902	-0.100178704	-0.198298046	0.056754893	-0.013797309
"Contig153.1.A:1442"	2.371011193	2.031330463	2.059863996	2.309233272	2.213777836	2.516618995	2.353376211	2.450969232	2.869369028	2.648844721	2.775632573	2.756592297	-1.185935969	-1.065295165	-1.587045506	-1.348781837
"Contig157.1.A:939"	-0.658830862	-0.647772781	-0.659211513	-0.513650562	-0.624894142	-0.721475196	-0.643920881	-0.754077128	-0.361210274	-0.201402837	-0.199606896	-0.286846404	0.180809174	0.06745066	0.207966053	-0.061477702
"Contig157.1.B:80"	-0.161850595	0.047144906	0.025994424	-0.208043681	0.081634495	0.229563555	-0.06890512	0.051173397	0.059498557	-0.062922613	-0.205667526	0.049626829	0.136814536	-0.093993403	0.166923563	-0.027386066
"Contig158.1.A:467"	0.061160454				-0.030791242			0.331063077			-0.934285499	0.361610247	3.534790792	1.320029929		
"Contig158.1.B:1847"	0.217504683	-0.013990109	-0.068308483	-0.301432568	0.141444928	0.111537009	0.171435671	0.029050158	-0.911032207	-1.266762182	-0.909037808	-0.943250207	-0.413466069	-0.626450532	-0.559902203	-0.631887526
"Contig16.1.A:698"	-0.732417302	-0.661629812	-0.526424164	-0.766360198	-0.179707992	-0.211449384	-0.123892338	0.06888168	-0.394445969	-0.057040578	-0.486603153	-0.4324942	-0.534908119	-0.507622455	-0.265539369	-0.289063661
"Contig16.1.B:469"	-0.488158487	-0.347649952	-0.269621883	-0.508656529	-0.145878535	0.231787438	-0.099839507	0.04196263	-0.223839714	0.009237294	-0.05822285	0.078679524	0.044661358	-0.128864943	0.052265179	0.175549346
"Contig16.2.A:8"	-0.069578377	-0.217617816	-0.274176164	-0.063182215	-0.163649428	-0.046772396	-0.178203559	-0.136141604	-0.126819131	0.323414024	-0.152587593	0.0908521	0.097512961	0.284271235	0.024130615	0.472692339
"Contig16.2.B:2"	0.259891925	0.23019285	0.113895458	-0.066920559	0.508765953	0.252196966	0.232386276	0.431134419	0.772611414	0.625599617	0.897853713	0.968711558	0.11537822	0.043562693	0.053864424	0.158484291
"Contig16.2.C:430"	-0.078403134	-0.307474023	-1.254420949	-1.063541333	0.43966309	-0.783972186	-1.111223487	-0.868722197	0.006552921	-0.320078446	0.285501749	-0.563362175	-1.201647723	-0.599767426	-1.703993569	-0.162799761
"Contig16.3.A:237"					2.177040318							0.063696767	0.067527539	2.489011154		-0.566343921
"Contig16.3.B:583"	-3.250310867	-4.593492837		-2.368068725	-3.857732269	-2.844447452	-4.792102332			-1.59815157	-3.208996134	-3.07326373	-1.720684941	-2.408985129	-2.077154911	-2.516980327
